Sheet Name,Creator Name,Step / Category,Problem Title,Difficulty,LeetCode URL,YouTube Tutorial URL,Topic Tags
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 5: Inverted Right Pyramid,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 6: Inverted Numbered Right Pyramid,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 7: Star Pyramid,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 8: Inverted Star Pyramid,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 9: Diamond Star Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 10: Half Diamond Star Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 11: Binary Number Triangle,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 12: Number Crown Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 13: Increasing Number Triangle,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 14: Increasing Letter Triangle,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 15: Reverse Letter Triangle,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 16: Alpha-Ramp Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 17: Alpha-Hill Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 18: Alpha-Triangle Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 19: Symmetric Butterfly Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 20: Butterfly Star Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 21: Hollow Rectangle Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Pattern 22: The Number Pattern,Easy,https://leetcode.com/problems/rectangle-overlap/,https://youtu.be/0-d12m2t08U,Step 1.2: Build-up Logical Thinking (Patterns 1 to 22)
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,"Overview of C++ STL Vectors, Pairs, Sets & Maps",Easy,https://leetcode.com/problems/contains-duplicate/,https://youtu.be/0-d12m2t08U,Step 1.3: C++ STL / Java Collections
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,"Priority Queue, Stack & Queue Collections",Easy,https://leetcode.com/problems/implement-stack-using-queues/,https://youtu.be/0-d12m2t08U,Step 1.3: C++ STL / Java Collections
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Unordered Set & Unordered Map Internal Implementation,Easy,https://leetcode.com/problems/design-hashset/,https://youtu.be/0-d12m2t08U,Step 1.3: C++ STL / Java Collections
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Count Digits in a Number,Easy,https://leetcode.com/problems/count-digits-that-divide-a-number/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Reverse a Number,Easy,https://leetcode.com/problems/reverse-integer/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Check Palindrome Number,Easy,https://leetcode.com/problems/palindrome-number/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,GCD or HCF (Euclidean Algorithm),Easy,https://leetcode.com/problems/find-greatest-common-divisor-of-array/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Armstrong Numbers,Easy,https://leetcode.com/problems/armstrong-number/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Print all Divisors of a Number,Easy,https://leetcode.com/problems/three-divisors/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Check for Prime Number (Trial Division),Easy,https://leetcode.com/problems/count-primes/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Sieve of Eratosthenes for Prime Numbers,Medium,https://leetcode.com/problems/count-primes/,https://youtu.be/0-d12m2t08U,Step 1.4: Basic Maths
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Understand Recursion by Printing 1 to N,Easy,https://leetcode.com/problems/recursion/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Print N to 1 using Recursion,Easy,https://leetcode.com/problems/recursion/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Sum of First N Natural Numbers,Easy,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Factorial of N Numbers,Easy,https://leetcode.com/problems/factorial-trailing-zeroes/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Reverse an Array using Recursion,Easy,https://leetcode.com/problems/reverse-string/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Check if String is Palindrome (Recursive),Easy,https://leetcode.com/problems/valid-palindrome/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Fibonacci Number (Recursive),Easy,https://leetcode.com/problems/fibonacci-number/,https://youtu.be/0-d12m2t08U,Step 1.5: Basic Recursion
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Count Frequencies of Array Elements,Easy,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,https://youtu.be/0-d12m2t08U,Step 1.6: Basic Hashing
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 1: Learn the Basics,Find Highest and Lowest Frequency Element,Easy,https://leetcode.com/problems/majority-element/,https://youtu.be/0-d12m2t08U,Step 1.6: Basic Hashing
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Selection Sort Algorithm,Easy,https://leetcode.com/problems/sort-an-array/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Bubble Sort Algorithm,Easy,https://leetcode.com/problems/sort-colors/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Insertion Sort Algorithm,Easy,https://leetcode.com/problems/insertion-sort-list/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Merge Sort Algorithm,Medium,https://leetcode.com/problems/sort-an-array/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Recursive Bubble Sort,Easy,https://leetcode.com/problems/sort-colors/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Recursive Insertion Sort,Easy,https://leetcode.com/problems/insertion-sort-list/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 2: Learn Important Sorting Techniques,Quick Sort Algorithm,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://youtu.be/0-d12m2t08U,Step 2.1 & 2.2: Sorting Algorithms
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Largest Element in an Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Second Largest Element in an Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Check if Array is Sorted and Rotated,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Remove Duplicates from Sorted Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Left Rotate Array by One Place,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Rotate Array Left/Right by K Places,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Move Zeroes to End,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Linear Search Algorithm,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Union of Two Sorted Arrays,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Intersection of Two Sorted Arrays,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Find Missing Number in Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Max Consecutive Ones,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Single Number (Appears Once),Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Longest Subarray with Sum K (Positives),Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Longest Subarray with Sum K (Positives + Negatives),Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Check if Array Pairs Are Divisible by k,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Find All Numbers Disappeared in an Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Find All Duplicates in an Array,Easy,https://leetcode.com/problems/two-sum/,https://youtu.be/0-d12m2t08U,Step 3.1: Easy Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Two Sum,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],"Sort Colors (0s, 1s and 2s)",Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Majority Element (> N/2 times),Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Kadane's Algorithm - Max Subarray Sum,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Print Subarray with Maximum Subarray Sum,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Best Time to Buy and Sell Stock,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Rearrange Array Elements by Sign,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Next Permutation,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Leaders in an Array,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Longest Consecutive Sequence in Array,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Set Matrix Zeroes,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Rotate Image / Matrix by 90 Degrees,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Spiral Matrix Traversal,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Count Subarray Sum Equals K,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Subarray with Given XOR K,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Subarray Sums Divisible by K,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Continuous Subarray Sum,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Maximum Size Subarray Sum Equals k,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Subarray Product Less Than K,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Max Chunks To Make Sorted,Medium,https://leetcode.com/problems/maximum-subarray/,https://youtu.be/0-d12m2t08U,Step 3.2: Medium Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Pascal's Triangle,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Majority Element II (> N/3 times),Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3Sum - Triplets with Zero Sum,Medium,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],4Sum - Quadruplets with Target Sum,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Largest Subarray with 0 Sum,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Count Subarrays with Given XOR K,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Merge Overlapping Subintervals,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Merge Two Sorted Arrays Without Extra Space,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Find Repeating and Missing Number,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Count Inversions in an Array,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Reverse Pairs,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Maximum Product Subarray,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],Maximum Gap in Unsorted Array,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
Striver's A2Z DSA Course Sheet,Striver (takeUforward),Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],First Missing Positive,Hard,https://leetcode.com/problems/3sum/,https://youtu.be/0-d12m2t08U,Step 3.3: Hard Array Problems
